199.28	2070.00
200.09	2073.00
200.89	2074.00
201.69	2073.00
202.50	2071.00
203.30	2072.00
204.10	2073.00
204.91	2071.00
205.71	2073.00
206.51	2071.00
207.32	2072.00
208.12	2071.00
208.92	2071.00
209.73	2073.00
210.53	2071.00
211.33	2069.00
212.13	2070.00
212.94	2073.00
213.74	2072.00
214.54	2070.00
215.34	2071.00
216.15	2072.00
216.95	2071.00
217.75	2072.00
218.55	2074.00
219.35	2072.00
220.16	2073.00
220.96	2073.00
221.76	2073.00
222.56	2072.00
223.36	2071.00
224.17	2072.00
224.97	2072.00
225.77	2073.00
226.57	2070.00
227.37	2073.00
228.17	2072.00
228.98	2073.00
229.78	2071.00
230.58	2071.00
231.38	2074.00
232.18	2074.00
232.98	2073.00
233.78	2072.00
234.58	2072.00
235.38	2072.00
236.19	2072.00
236.99	2073.00
237.79	2073.00
238.59	2072.00
239.39	2073.00
240.19	2072.00
240.99	2073.00
241.79	2072.00
242.59	2073.00
243.39	2072.00
244.19	2072.00
244.99	2071.00
245.79	2073.00
246.59	2072.00
247.39	2073.00
248.19	2072.00
248.99	2073.00
249.79	2074.00
250.59	2073.00
251.39	2073.00
252.19	2073.00
252.99	2072.00
253.79	2070.00
254.59	2071.00
255.39	2074.00
256.19	2072.00
256.99	2073.00
257.79	2073.00
258.59	2074.00
259.38	2071.00
260.18	2072.00
260.98	2074.00
261.78	2071.00
262.58	2071.00
263.38	2076.00
264.18	2071.00
264.98	2074.00
265.78	2074.00
266.57	2073.00
267.37	2071.00
268.17	2073.00
268.97	2072.00
269.77	2071.00
270.57	2072.00
271.36	2072.00
272.16	2073.00
272.96	2074.00
273.76	2075.00
274.56	2073.00
275.35	2074.00
276.15	2073.00
276.95	2073.00
277.75	2073.00
278.54	2074.00
279.34	2075.00
280.14	2072.00
280.94	2074.00
281.73	2072.00
282.53	2072.00
283.33	2074.00
284.13	2073.00
284.92	2076.00
285.72	2074.00
286.52	2074.00
287.31	2073.00
