199.28	2074.00
200.09	2074.00
200.89	2077.00
201.69	2076.00
202.50	2076.00
203.30	2073.00
204.10	2074.00
204.91	2077.00
205.71	2078.00
206.51	2075.00
207.32	2073.00
208.12	2075.00
208.92	2076.00
209.73	2077.00
210.53	2073.00
211.33	2071.00
212.13	2075.00
212.94	2073.00
213.74	2074.00
214.54	2073.00
215.34	2075.00
216.15	2075.00
216.95	2076.00
217.75	2074.00
218.55	2072.00
219.35	2077.00
220.16	2076.00
220.96	2075.00
221.76	2073.00
222.56	2077.00
223.36	2077.00
224.17	2075.00
224.97	2075.00
225.77	2077.00
226.57	2078.00
227.37	2076.00
228.17	2075.00
228.98	2076.00
229.78	2075.00
230.58	2075.00
231.38	2077.00
232.18	2075.00
232.98	2077.00
233.78	2077.00
234.58	2078.00
235.38	2075.00
236.19	2078.00
236.99	2076.00
237.79	2077.00
238.59	2075.00
239.39	2078.00
240.19	2076.00
240.99	2076.00
241.79	2077.00
242.59	2078.00
243.39	2078.00
244.19	2077.00
244.99	2075.00
245.79	2078.00
246.59	2077.00
247.39	2077.00
248.19	2078.00
248.99	2076.00
249.79	2077.00
250.59	2076.00
251.39	2079.00
252.19	2077.00
252.99	2078.00
253.79	2080.00
254.59	2078.00
255.39	2081.00
256.19	2078.00
256.99	2077.00
257.79	2081.00
258.59	2078.00
259.38	2076.00
260.18	2078.00
260.98	2080.00
261.78	2080.00
262.58	2078.00
263.38	2077.00
264.18	2079.00
264.98	2079.00
265.78	2078.00
266.57	2080.00
267.37	2081.00
268.17	2080.00
268.97	2081.00
269.77	2081.00
270.57	2081.00
271.36	2082.00
272.16	2083.00
272.96	2081.00
273.76	2080.00
274.56	2082.00
275.35	2083.00
276.15	2081.00
276.95	2079.00
277.75	2083.00
278.54	2083.00
279.34	2081.00
280.14	2082.00
280.94	2085.00
281.73	2086.00
282.53	2083.00
283.33	2082.00
284.13	2085.00
284.92	2083.00
285.72	2081.00
286.52	2084.00
287.31	2083.00
288.11	2085.00
288.91	2081.00
289.71	2085.00
290.50	2081.00
291.30	2084.00
292.09	2084.00
292.89	2085.00
293.69	2085.00
294.48	2086.00
295.28	2082.00
296.08	2084.00
296.87	2086.00
297.67	2085.00
298.47	2084.00
299.26	2087.00
